title,choices,answer
"动手打人致他人受伤的, 视情节轻重，给予（   ）以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
妨碍学校管理人员依照学校规定执行公务的，视情节轻重，给予（   ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
违反学校学生住宿管理规定，在宿舍区有违章接拉电线、使用大功率或发热元件外露电器、超负荷使用电器的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
未经允许开设代理、文件传输协议、网页等网络应用服务，造成不良影响或严重后果的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
"故意损坏公私财物,造成损失或性质恶劣的，视情节轻重,给予（   ）以上处分","['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反社会实践或实习单位所属行业职业道德，造成不良影响或后果的，视情节轻重，给予（   ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
触犯国家法律，构成刑事犯罪，受到刑事处罚的，给予（    ）处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：D
有以下（   ）情形的，应当从轻、减轻或者免于处分,"['A. 主动配合学校相关部门开展调查工作的', 'B. 胁迫、诱骗他人或者教唆他人违纪的', 'C. 勾结校外人员的', 'D. 伪造、销毁、藏匿证据的']",正确答案：A
吸食、注射毒品的，视情节轻重，给予(   )以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
盗窃公私财物，案值在六百元以上不足三千元的，给予（   ）处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
在校园内违规驾驶机动车辆，视情节轻重，给予（   ）以上处分：,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
伪造、变造、买卖或者非法取得学校公文、证件、证书、证明、成绩单、印章、保密文件材料和个人档案的，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
在考试中作弊的，视情节轻重，给予(   )以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
社区服务时数按以下标准执行：拟给予警告处分的，学生须完成（   ）小时以上的社区服务：,"['A. 30', 'B. 40', 'C. 50', 'D. 60']",正确答案：B
有以下（   ）情形的，应当从重或者加重处分：,"['A. 在共同违纪中起次要或辅助作用的', 'B. 受他人胁迫或诱骗的', 'C. 勾结校外人员的', 'D. 情节轻微的 ']",正确答案：C
污损建筑物、公用设备，或违章张贴、悬挂条幅、攀折花木，经告诫不改的，给予（   ）处分：,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反学校学生住宿管理规定，在宿舍区有按规定应集中住宿的学生未经批准夜不归宿或未履行相关管理手续在校外租房居住的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
拟给予严重警告处分的，学生须完成（   ）小时以上的社区服务：,"['A. 30', 'B. 40', 'C. 50', 'D. 60']",正确答案：D
"在学术活动中违背学术诚信、学术道德,有伪造注释的的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
未经批准，一学期内连续离校天数达四天以上，经告诫不改的，视情节轻重，给予(  )以下处分。法定节假日和学校规定的假期不计入连续天数的计算。,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
通过写恐吓信、自伤自残或其他方法和行为，威胁他人安全或干扰他人正常生活的，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反教室、实验室、图书馆和计算机房等教学、科研、学习场所管理规定，经告诫不改，造成严重后果的，视情节轻重，给予(   )以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
组织、煽动罢课、闹事的，视情节轻重，给予（   ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
考试中下列（  ）行为，应当被认为考试作弊：,"['A. 事先将与考试内容有关的文字抄写在桌椅、衣服、文具、身体上', 'B. 虽经允许离开考场，但在考场外偷看有关资料', 'C. 考试时向他人示意经告诫不改，或与他人核对考题答案', 'D. 考卷卷面模糊不清楚，向监考老师提出更换考卷']",正确答案：A、B、C
"在学术活动中违背学术诚信、学术道德,有（）行为，情节较为严重的，给予严重警告以上处分。其中，涉及学位论文的从重处分；情节特别严重的，可以给予开除学籍处分","['A. 抄袭、剽窃、侵吞他人学术成果的', 'B. 伪造或者篡改数据、文献，捏造事实的', 'C. 未参加创作，在他人学术成果上署名的', 'D. 由他人代写、为他人代写或组织代写论文的']",正确答案：A、B、C、D
下列的＿行为，视情节严重，被处以记过以下处分。,"['A. 妨碍学校管理人员依照学校规定执行公务的', 'B. 在公共场所或学生宿舍内，观看带有淫秽内容的文字或音像制品，经告诫不改的', 'C. 冒领、隐匿、毁弃或私自开拆他人通知单据、邮件等的', 'D. 与他人发生非婚性行为，造成不良影响或严重后果的']",正确答案：A、C
考试中下列（）行为，应当被认为考试作弊：,"['A. 评卷教师在评卷中发现同一科目同一考场有两份以上（含两份）答卷答案雷同的', 'B. 虽经允许离开考场，但在考场外偷看有关资料', 'C. 考试时向他人示意经告诫不改，或与他人核对考题答案', 'D. 因身体不适，向监考老师提出临时治疗措施']",正确答案：A、B、C
下列的（）行为，视情节严重，被处以留校察看以下处分。,"['A. 违反社会实践或实习单位所属行业职业道德，造成不良影响及后果的', 'B. 有扰乱校门管理、道路交通、消防安全等校园公共管理秩序的行为，造成不良影响或后果的', 'C. 制作或传播未经出版许可的报纸、图书、期刊、音像制品、电子出版物等，造成不良影响及后果的', 'D. 妨碍学校管理人员依照学校规定执行公务的']",正确答案：A、B、C
处分决定自下达之日起生效。,"['A. 对', 'B. 错']",正确答案：B
在校内外学术、文体等竞赛活动中有欺骗行为，造成不良影响或严重后果的，视情节轻重，给予严重警告以上处分。                                   ,"['A. 对', 'B. 错']",正确答案：A
违反学校管理规定，转借、转让、使用学校公文、证件、证书、证明、成绩单、印章、保密文件材料和个人档案，经告诫不改的，视情节轻重，给予严重警告以上处分。,"['A. 对', 'B. 错']",正确答案：B
学生申诉期间，不停止处分的执行。,"['A. 对', 'B. 错']",正确答案：A
《厦门大学学生申诉办法》适用于在厦门大学接受普通高等学历教育的研究生和本科生。,"['A. 对', 'B. 错']",正确答案：A
违反教室、实验室、图书馆和计算机房等教学、科研、学习场所管理规定，经告诫不改，未造成严重后果的，给予警告处分；造成严重后果的，视情节轻重，给予严重警告以上处分。,"['A. 对', 'B. 错']",正确答案：A
未经批准，一学期内连续离校天数达四天以上，经告诫不改的，视情节轻重，给予留校察看以下处分。法定节假日和学校规定的假期不计入连续天数的计算。,"['A. 对', 'B. 错']",正确答案：A
当日军侵袭厦门，危难之际，（ ）校长率厦大师生内迁长汀艰苦办学。,"['A. 林文庆', 'B. 王亚南', 'C. 萨本栋', 'D. 汪德耀']",正确答案：C
（ ）年12月20日，厦大正式停课，厦大师生带着大量珍贵书籍、实验仪器长途跋涉，风餐露宿，向长汀进发。,"['A. 1937年', 'B. 1938年', 'C. 1939年', 'D. 1940年']",正确答案：A
厦门大学内迁长汀艰苦办学体现了厦门大学“四种精神”中的（ ）。,"['A. 爱国精神', 'B. 革命精神', 'C. 科学精神', 'D. 自强精神']",正确答案：D
大学生小王在某日接到一个电话，自称为淘宝客服人员，因小王在淘宝网上消费记录良好，特为小王返还消费额的20%。对方称为了接收返还款，要求小王先提交一定数额的“账户保证金”，此时小王应该怎么做？（ ）,"['A. 按照对方要求，提供保证金，等待返还款。', 'B. 立即联系辅导员咨询此类事件是否可信，同时确认个人淘宝账号是否安全，不轻信陌生来电。', 'C. 置之不理。']",正确答案：B
大学生小李在QQ上收到来自许久不联系的同学消息，对方称因有急事，需要向小李借钱，并提供了一个银行账户。此时小李应该怎么做？（ ）,"['A. 碍于同学情面，答应借钱，转账给他。', 'B. 以自己同样缺钱为由，搁置不理。', 'C. 立即电话联系该同学，核实QQ是否被盗，同时通知共同好友，谨防诈骗。']",正确答案：C
大学生小赵收到一条短信，称“赵某您好！这是您入学以来我校对您的综合评价t.cn/Rqx6eFT[辅导员]”。此时小赵应该怎么做？（ ）,"['A. 点开链接，查看“综合评价”。', 'B. 删除短信，置之不理。', 'C. 立即电话联系辅导员，确认辅导员是否发过此类短信，并提醒周边同学谨防恶意链接。']",正确答案：C
王亚南校长曾出国留学，归国后与其挚友郭大力一同将（）引入中国。,"['A. 《共产党宣言》', 'B. 《资本论》']",正确答案：B
王亚南教授任厦大校长期间，聘请了一批优秀人才。这其中就包括中国著名数学家（）,"['A. 陈省身', 'B. 丘成桐', 'C. 华罗庚', 'D. 陈景润']",正确答案：D
在校园成长阶段，我们应该做到：（ ）,"['A. 完成学业', 'B. 学会独立生活，学会自己承担责任', 'C. 学会独立自主做决定', 'D. 学会在同伴处获得安慰、陪伴与支持']",正确答案：A、B、C、D
逆商包括那几个因素？（ ）,"['A. 控制感', 'B. 起因和责任归属', 'C. 影响范围', 'D. 持续时间']",正确答案：A、B、C、D
阿德勒在《生命的科学》一书中提到的人生三大问题是：（ ）,"['A. 学业问题', 'B. 职业问题', 'C. 婚姻和恋爱的问题', 'D. 社会适应问题']",正确答案：B、C、D
国家安全是安邦定国的重要基石，（    ）是全国各族人民根本利益所在。,"['A. 加快经济发展', 'B. 维护国家统一', 'C. 促进国际合作', 'D. 维护国家安全  ']",正确答案：D
党的十九大报告指出，加强（    ），增强全党全国人民国家安全意识，推动全社会形成维护国家安全的强大合力。,"['A. 国家安全教育', 'B. 舆论宣传', 'C. 法制教育', 'D. 司法打击']",正确答案：A
在防控新冠肺炎疫情中，新纳入国家安全体系的是（   ）。,"['A. 应急体系安全', 'B. 卫生安全', 'C. 城市安全', 'D. 生物安全']",正确答案：D
习近平总书记针对国际安全问题指出：“既重视自身安全，又重视共同安全，打造（    ），推动各方朝着互利互惠、共同安全的目标相向而行。”,"['A. 共同安全体', 'B. 综合安全体', 'C. 命运共同体', 'D. 安全共同体']",正确答案：C
间谍罪最高可处（  ）。,"['A. 死刑', 'B. 无期徒刑', 'C. 十年以上有期徒刑', 'D. 死缓']",正确答案：A
有参加间谍组织或者接受间谍组织及其代理人的任务的犯罪行为，危害国家安全的，属于（  ）。,"['A. 背叛国家罪', 'B. 间谍罪', 'C. 投敌叛变罪', 'D. 为境外非法提供情报罪']",正确答案：B
国家安全工作的根本是（  ）。,"['A. 人民安全', 'B. 政治安全', 'C. 经济安全', 'D. 社会安全']",正确答案：B
每年（  ）为全民国家安全教育日。,"['A. 12月4日', 'B. 4月15日', 'C. 3月15日', 'D. 11月1日']",正确答案：B
国家安全机关受理公民和组织举报电话为（）。,"['A. 12335', 'B. 12339', 'C. 12345', 'D. 12399']",正确答案：B
关于维护国家安全的责任和义务，下列不负有此项义务的是（  ）。 ,"['A. 台湾公民张某', 'B. 香港某科技公司', 'C. 美籍华人李某', 'D. 在美留学生刘某']",正确答案：C
任何个人和组织不得有危害国家安全的行为，不得向危害国家安全的个人或者组织提供任何（）。,"['A. 资金', 'B. 协助', 'C. 资助', 'D. 以上全是']",正确答案：D
国家安全机关因反间谍工作需要，可以依照规定（    ）有关组织和个人的电子通信工具、器材等设备、设施。,"['A. 扣押', 'B. 查验   ', 'C. 没收', 'D. 销毁']",正确答案：B
在境外受胁迫或者受诱骗参加敌对组织、间谍组织，从事危害中华人民共和国国家安全的活动，及时向中华人民共和国驻外机构如实说明情况，或者入境后直接或者通过所在单位及时向国家安全机关、公安机关如实说明情况，并有（     ）表现的，可以不予追究。,"['A. 自首', 'B. 立功', 'C. 悔改', 'D. 重大立功']",正确答案：C
不具有记者身份的境外人员自行进行采访报道活动，属于（    ）行为。,"['A. 越权行为', 'B. 非法采访', 'C. 非法就业', 'D. 非法旅行']",正确答案：B
（    ）的国防教育是全民国防教育的基础。,"['A. 机关单位', 'B. 军事单位', 'C. 学校', 'D. 科研机构']",正确答案：C
现代邪教一般打着（）、气功、传统文化等旗号招揽信众，对此，人们要保持清醒的认识。,"['A. 宗教', 'B. 政治', 'C. 经济', 'D. 旅游']",正确答案：A
邪教通常利用各种（），引诱信徒消极厌世，挑动他们对现实和政府的不满情绪。,"['A. 社会矛盾    ', 'B. 家庭问题    ', 'C. 人际关系问题    ', 'D. 环境问题']",正确答案：A
邪教“教主”为了达到（）的目的，散布“末世论”等谣言，威胁恐吓群众，让一些人产生依赖、恐惧心理，扰乱社会秩序。,"['A. 教主崇拜    ', 'B. 环境保护    ', 'C. 强身健体    ', 'D. 社会和谐']",正确答案：A
邪教“教主”在群众面前神化自己，鼓吹自己是无所不能的“神”，号称拥有许多超自然的（）。,"['A. 神力和权力   ', 'B. 能力和义务 ', 'C. 功夫和力气   ', 'D. 物质和能量']",正确答案：A
邪教“教主”利用散布歪理邪说、谎言骗局、心理暗示等手法，对其组织成员实施“洗脑术”，并用惩罚、威胁等恐吓手段，让人“进得来，出不去”，人人自危，从而达到（）的目的。,"['A. 练习功法    ', 'B. 精神控制  ', 'C. 健身强体    ', 'D. 包治百病']",正确答案：B
我国《宗教事务条例》规定，信教公民的集体宗教活动，一般应当在（）举行。,"['A. 经登记的宗教活动场所内', 'B. 商业场所', 'C. 中小学内', 'D. 公开场所']",正确答案：A
上网时发现邪教宣传内容，正确的做法是（）。,"['A. 仔细阅读相关内容', 'B. 向别人传播', 'C. 不听、不看、不信、不传', 'D. 下载并保存']",正确答案：C
发现有人散发邪教宣传品，正确的做法是（）。,"['A. 立即制止，并在第一时间报警', 'B. 接受宣传品', 'C. 不管不问', 'D. 阅读宣传品上的相关信息']",正确答案：A
邪教不是宗教。,"['A. 对', 'B. 错']",正确答案：A
邪教的产生、发展和蔓延有着深刻、复杂的历史、文化、经济、社会根源，也深受国际环境影响，与邪教组织的斗争将是长期、复杂、艰巨的。,"['A. 对', 'B. 错']",正确答案：A
处理邪教问题要坚持“团结教育挽救绝大多数，依法打击极少数”的基本政策。,"['A. 对', 'B. 错']",正确答案：A
邪教之所以要编造“末世论”等恐怖言论来恐吓人，目的是先把人吓住，再骗人信其邪说，进其圈套，以此对成员进行精神控制，进而支配他们的行为。,"['A. 对', 'B. 错']",正确答案：A
当发现具有邪教特征的非法聚会和其他活动时，要赶紧向公安机关报告。,"['A. 对', 'B. 错']",正确答案：A
邪教常常利用封建迷信编造歪理邪说，因此，要防范和抵御邪教，必须崇尚科学，破除迷信。,"['A. 对', 'B. 错']",正确答案：A
信邪教不仅不能治病，反而会延误治疗，甚至危及生命。,"['A. 对', 'B. 错']",正确答案：A
当有人拉拢你参与邪教活动时，应该绝不参加并立即报警。,"['A. 对', 'B. 错']",正确答案：A
当收到印有邪教宣传内容的人民币，或发现有人在人民币上涂印邪教宣传内容时，可以收下这些人民币，以后再花出去。,"['A. 对', 'B. 错']",正确答案：B
邪教活动的明显特征是无视和践踏法律，法律是同邪教斗争的有力武器。,"['A. 对', 'B. 错']",正确答案：A
取缔“法轮功”是依照我国法律进行的。,"['A. 对', 'B. 错']",正确答案：A
一些邪教组织打着宗教的旗号进行违法犯罪活动，司法机关对这类违法犯罪分子依法惩处，是为了更好地保护公民宗教信仰自由的权利和正常的宗教活动。,"['A. 对', 'B. 错']",正确答案：A
在我国，公民宗教信仰自由是宪法和法律所保护的重要权利。,"['A. 对', 'B. 错']",正确答案：A
在学校课堂传播邪教的行为，应受法律追究。,"['A. 对', 'B. 错']",正确答案：A
"采用一种或多种传播手段,使大量主机感染病毒,从而在控制者和被感染主机之间形成一个可一对多控制的网络。该网络通常称为( ) ","['A. 钓鱼网络', 'B. 游戏网络', 'C. 僵尸网络', 'D. 互联网络']",正确答案：C
"在网络纠纷案件中,网络游戏客户的号码被盗,应采取的合理措施是( ) ","['A. 向网站客服投诉请求解决', 'B. 拨打120', 'C. 拨打 119 ', 'D. 找网络黑客再盗回来']",正确答案：A
大学生在自我素质塑造中，必须着眼于（）的提高,"['A. 社会意识', 'B. 法律意识', 'C. 自我保护', 'D. 自我安全能力']",正确答案：D
行人大风天气在农村公路边行走，遇到车辆驶来时，为了躲避扬尘，最危险的是(    ),"['A. 尽量靠公路边走', 'B. 横过公路', 'C. 在路边停下来躲避', 'D. 戴眼镜和口罩']",正确答案：B
消防工作贯彻的方针（）。,"['A. 防患于未然', 'B. 预防结合，防消结合', 'C. 预防为主，及时营救', 'D. 有事再说']",正确答案：B
当看到一辆小轿车撞倒行人后逃逸，这时应(    ),"['A. 记住肇事车辆的号牌等特征，立即报警', 'B. 赶快离开现场以免造成不必要的麻烦', 'C. 自行抢救受伤人员', 'D. 自行追赶肇事车辆']",正确答案：A
在办公室中如何避震(    ),"['A. 站在窗边观察外面的情况，再决定如何逃生', 'B. 请示单位领导，以便采取统一的行动', 'C. 避开灯具、电脑等物品、设备', 'D. 一动不动']",正确答案：C
当遇到火灾时，要迅速向（）逃生？,"['A. 着火相反的方向', 'B. 人员多的方向', 'C. 人员少的方向', 'D. 安全出口的方向']",正确答案：D
乘坐的客车在高速公路上发生故障，不能继续行驶，这时应当(    ),"['A. 在车上等候救援', 'B. 站在车辆后方协助疏导', 'C. 站在车辆前方躲避', 'D. 撤离到护栏以外的安全地带']",正确答案：D
某位学生搭乘飞机回学校，突然收到一条短信，提示飞机因为某些原因无法正常起飞，需要退票、退款，请你及时与短信上的电话联系。这种现象你认为这是（）。,"['A. 航空公司主动服务。', 'B. 不管是不是真的，还是以航空公司官方网站的联系方式来咨询核实。', 'C. 这是人家好心，应该相信。', 'D. 以上都不对。']",正确答案：B
甲某在浏览网页时，在某网站上看到有年息百分之二十的高额回报的理财产品，想着生活费还有余量，正确的做法（）,"['A. 没有免费的馅饼，退出网站，不予理会。', 'B. 这么高的利息会不会是骗子啊，但是看了该网站上的各类资格证书都有，这下放心投资了。', 'C. 我周边办厂做生意的老板都没有这么高的利润，肯定是骗子。', 'D. 记住了理财有风险，购买需谨慎。']",正确答案：A
某位同学网上买了东西，物流出发后一直没其他动静，第二天收到快递公司的电话，称将同学的快递弄丢，要给他三倍赔偿，同时将快递单号、姓名、身份信息、快递内容信息准确说出，并说明要理赔的话可以添加微信填写链接进行理赔申请。该同学的准确做法应是？（）,"['A. 能够准确说出我的所有信息，可以相信。', 'B. 添加微信，按照对方发来的链接（理赔网站）进行理赔申请。', 'C. 快递公司一般不会主动理赔，绝不添加微信、扫描二维码、点击链接，致电官方电话，寻找客服核实。', 'D. 以上都不对。']",正确答案：C
避雷击时正确的姿势是什么(    ),"['A. 站立或快速跑动', 'B. 手拉手站在一起', 'C. 双手抱膝并蹲下，尽量低头，注意不要用手去碰触墙面', 'D. 席地而坐，双手合印']",正确答案：C
可以用水扑灭火灾的是下列（）物质？,"['A. 油类起火', 'B. 酒精起火', 'C. 电器起火', 'D. 棉被起火']",正确答案：D
发现食物中毒后，自己能采取的最有效的应急措施是什么（）,"['A. 多喝开水。', 'B. 催吐。', 'C. 找解毒药。', 'D. 不了了之。']",正确答案：B
使用灭火器扑灭火灾时要对准火焰（）喷射,"['A. 上部', 'B. 中部', 'C. 根部', 'D. 都可以']",正确答案：C
学生宿舍防火要做的要求（）,"['A. 不得私自拉接电线电路', 'B. 不得使用大功率电器', 'C. 不得使用假冒伪劣电器', 'D. 不得违规使用电热器具']",正确答案：A、B、C、D
汽车上发生火灾时如何逃生，以及正确的做法（）,"['A. 立即让司机停车', 'B. 打开车门有序地下车', 'C. 拥挤着下车，自己逃命重要', 'D. 紧急情况下，可在车停稳后从车窗跳下']",正确答案：A、B、D
作为当代大学生应怎样维护国家安全？,"['A. 要始终树立国家利益高于一切的观念', 'B. 要努力熟悉相关的国家安全的活动、法规', 'C. 要善于识别各种伪装。', 'D. 要克服妄自菲薄等不正确思想,要积极配合国家安全机关的工作。']",正确答案：A、B、C、D
发生溺水事故的主要原因（）,"['A. 泳技不好、水情不熟', 'B. 潜水、碰撞', 'C. 好奇心促使下水、大意', 'D. 疾病、抽筋']",正确答案：A、B、C、D
集体宿舍应注意哪些事项？（）,"['A. 经常检查宿舍门窗，如发现损坏，及时报修', 'B. 就寝前，要注意关好门窗。天热也不例外，防止不法分子趁熟睡时作案', 'C. 夜间上厕所时，如走廊、厕所公共照明灯具已坏，应带上手电筒；返回时，应记住关好门', 'D. 夜间如有人敲门问讯，应保持高度警惕']",正确答案：A、B、C、D
恐怖主义，是一种旨在通过制造恐怖气氛，引起社会注意，以威胁有关政府和社会，为达到某种政治或社会目的的服务的，无论弱者或者强者都可以采用的针对非战斗目标（特别是无辜平民目标）的暗杀、爆炸、绑架与劫持人质、劫持交通工具、投毒、危害计算机系统以及其他形式的违法或刑事犯罪性质的暴力、暴力威胁或暴力破坏活动。,"['A. 对', 'B. 错']",正确答案：A
喝酒后喝一杯咖啡可以解酒。,"['A. 对', 'B. 错']",正确答案：B
反复烧开的水含亚硝酸盐，不宜饮用。,"['A. 对', 'B. 错']",正确答案：A
如果遇到同学与熟人打架，你在劝解时要注意公道，不可偏袒，在采取隔离措施时，应当先拉自己的同学，以免对方误解偏架或将你误以为对方的同伙而受到无端的伤害,"['A. 对', 'B. 错']",正确答案：A
任何单位、个人都有维护消防安全、保护消防设施、预防火灾、报告火警的义务。,"['A. 对', 'B. 错']",正确答案：A
小孙收到淘宝客服的信息，称有一笔退款需要退回账户，请小孙登录信息中的网址，进行确认，小孙立刻登录旺旺与电商客服在线确认是否有此事件。,"['A. 对', 'B. 错']",正确答案：A
恶意传播系统漏洞知识，教唆他人攻击、入侵网站或信息系统的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
抢夺、敲诈勒索、诈骗公私财物的，视情节轻重，给予（    ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
盗窃公私财物，案值在三千元以上的，视情节轻重，给予（   ）以上处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
在留校察看期间又因违法、违规、违纪应当受到学校纪律处分的，给予（   ）处分：,"['A. 警告', 'B. 严重警告', 'C. 记过', 'D. 开除学籍']",正确答案：D
故意为他人打架提供工具，未造成伤害的，给予（   ）处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
以窃取、偷窥、偷拍等方式侵犯他人隐私的，视情节轻重，给予(   )以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
冒用学校或校内单位的名义从事各类活动，侵害学校利益，给学校造成不良影响或损失的，视情节轻重，给予（   ）以上留校察看以下处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
学生受到（  ）以下处分的，其处分材料真实完整地存入文书档案：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反学校学生团体管理规定，从事违法、违规和违纪活动的，视情节轻重，给予相关责任人（   ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
"在学术活动中违背学术诚信、学术道德,有由他人代写、为他人代写或组织代写论文的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
"在考试中作弊的,由他人代替考试或代替他人考试、组织作弊、使用通讯设备作弊及有其他严重作弊行为的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
一学期内旷课累计达四十学时的，给予（   ）处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
冒用学校或校内单位的名义从事各类活动，侵害学校利益，给学校造成不良影响或损失的，视情节轻重，给予严重警告以上（   ）以下处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
故意伤害他人身体，未造成伤害后果的，给予(   )以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
在宿舍区内有出租、出借宿舍、床位行为的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
"在学术活动中违背学术诚信、学术道德,有伪造或者篡改数据、文献，捏造事实的行为,情节较为严重的，给予(   )以上处分","['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
在公共场所或学生宿舍内，观看带有淫秽内容的文字或音像制品，经告诫不改的，给予（   ）处分：,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
除开除学籍外，处分期限原则上为一年，从（  ）起计算;处分期内的表现由学生所在学院（研究院、教学部）负责考察。,"['A. 违纪发生', 'B. 下达处分', 'C. 处分决定作出之日', 'D. 通知处分']",正确答案：C
监考老师或其它考试工作人员在考试过程中，发现考生违纪、作弊或扰乱考场者，是否可以暂扣用于作弊的材料与工具（   ）：,"['A. 可以', 'B. 不可以', 'C. 等请示后再定', 'D. 视具体情况而定']",正确答案：A
未经允许使用他人、组织的账号、密码，造成不良影响或严重后果的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
侮辱他人或捏造事实诽谤、诬告陷害他人，造成不良后果或性质恶劣的，视情节轻重，给予（   ）以上处分。,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反学校学生住宿管理规定，在宿舍区有从事或协助他人从事营利性活动，扰乱宿舍区管理和生活秩序的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
过失损坏公私财物，造成较大损失的，视情节轻重，给予（   ）以下处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
在学生集体宿舍内留宿异性或在异性学生集体宿舍内留宿的，视情节轻重，给予记过或（    ）处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：C
故意制作、传播计算机病毒等破坏性程序，影响他人计算机信息系统正常运行的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
初次违纪且情节较为轻微、按规定应给予（   ）以下处分的学生，如能正确认识自己的错误，可向学校申请免于纪律处分：,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
违反学校学生住宿管理规定，在宿舍区有其他违反学校学生住宿管理规定行为的，经告诫不改的，视情节轻重，给予（   ）以上处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
有其他违反国家、学校计算机网络管理规定的行为，造成不良影响或严重后果的，视情节轻重，给予（    ）以上处分,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
故意传播他人隐私的，视情节轻重，给予（   ）以上处分。其中，以营利为目的的，从重处分。,"['A. 严重警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：B
一学期内旷课累计达三十学时，给予（   ）处分,"['A. 警告', 'B. 记过', 'C. 留校察看', 'D. 开除学籍']",正确答案：A
